               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  31,            0.054857,               0.015,            0.022255,              0.5868,             0.86297,             0.70967,             0.30871,            0.043854,           0.0079206,            0.012317,            0.009406,            0.009406,            0.009406
                  32,            0.045708,            0.016256,            0.021775,             0.55421,             0.75244,             0.72997,             0.43336,             0.05218,           0.0076376,            0.012322,           0.0093862,           0.0093862,           0.0093862
                  33,            0.056692,            0.015524,            0.021099,             0.71284,             0.92149,             0.86609,             0.39002,            0.041117,           0.0075135,            0.011352,           0.0093664,           0.0093664,           0.0093664
                  34,            0.044821,            0.014284,            0.019956,             0.42901,             0.93562,             0.58756,             0.26412,            0.051517,           0.0075664,           0.0098752,           0.0093466,           0.0093466,           0.0093466
                  35,             0.05589,            0.015269,             0.02113,             0.72523,             0.79286,             0.77294,             0.38474,            0.050829,           0.0070393,            0.010161,           0.0093268,           0.0093268,           0.0093268
                  36,            0.050291,            0.014471,            0.019413,             0.76021,             0.79582,             0.86899,             0.48513,            0.041891,           0.0080878,           0.0087247,            0.009307,            0.009307,            0.009307
                  37,            0.046786,            0.016079,            0.018728,             0.63258,             0.77247,             0.77723,             0.39694,            0.040509,           0.0076194,            0.011155,           0.0092872,           0.0092872,           0.0092872
                  38,            0.044841,            0.015056,            0.016681,              0.7451,             0.79205,             0.87749,             0.56112,            0.042953,           0.0076599,           0.0093919,           0.0092674,           0.0092674,           0.0092674
                  39,            0.049034,            0.015117,            0.017126,             0.81099,             0.84143,             0.90937,              0.3974,            0.039592,           0.0070303,            0.008907,           0.0092476,           0.0092476,           0.0092476
                  40,            0.047397,            0.013951,            0.014968,             0.56741,             0.77174,             0.67815,             0.24514,            0.047372,           0.0069377,           0.0065547,           0.0092278,           0.0092278,           0.0092278
                  41,            0.048965,            0.014907,            0.015073,             0.81359,             0.93993,             0.95509,             0.56249,            0.031691,           0.0064526,           0.0063646,            0.009208,            0.009208,            0.009208
                  42,            0.040913,            0.013411,            0.014308,             0.69859,             0.82359,             0.80747,             0.43534,            0.040129,           0.0063273,            0.005826,           0.0091882,           0.0091882,           0.0091882
                  43,            0.042532,            0.012959,            0.012686,             0.77701,             0.98522,             0.92774,             0.49506,            0.035998,           0.0061269,           0.0060026,           0.0091684,           0.0091684,           0.0091684
                  44,            0.046036,            0.013326,            0.012668,             0.60422,             0.92383,             0.77482,             0.43067,            0.048417,           0.0062255,           0.0058985,           0.0091486,           0.0091486,           0.0091486
                  45,            0.050886,            0.013834,            0.011626,               0.687,             0.97261,             0.84609,             0.51279,            0.033756,           0.0062414,           0.0059671,           0.0091288,           0.0091288,           0.0091288
                  46,             0.04001,            0.014077,            0.013946,             0.60901,             0.94737,             0.74989,             0.35373,             0.03797,           0.0060879,           0.0046967,            0.009109,            0.009109,            0.009109
                  47,            0.043467,              0.0121,            0.010179,             0.66102,             0.89431,             0.80543,             0.40385,            0.040045,           0.0061442,           0.0044943,           0.0090892,           0.0090892,           0.0090892
                  48,            0.047945,            0.010738,            0.013219,             0.90187,             0.92781,             0.96537,             0.68009,             0.03095,           0.0056841,           0.0045955,           0.0090694,           0.0090694,           0.0090694
                  49,            0.041218,            0.011565,            0.011958,             0.53458,             0.95075,             0.74017,             0.34941,            0.041315,           0.0055412,           0.0050095,           0.0090496,           0.0090496,           0.0090496
                  50,            0.044495,              0.0118,            0.010862,             0.75911,             0.90407,              0.8866,             0.50272,            0.037144,           0.0053049,           0.0041945,           0.0090298,           0.0090298,           0.0090298
                  51,            0.045103,            0.012344,            0.012155,             0.65121,             0.92276,              0.8218,             0.38907,            0.041573,           0.0053372,           0.0041452,             0.00901,             0.00901,             0.00901
                  52,            0.044524,            0.011913,            0.010474,              0.7209,             0.88942,             0.90539,             0.58519,            0.032801,           0.0050725,           0.0039591,           0.0089902,           0.0089902,           0.0089902
                  53,            0.040216,            0.011573,           0.0087582,             0.86256,               0.974,             0.97635,             0.48656,            0.037432,           0.0050682,            0.003736,           0.0089704,           0.0089704,           0.0089704
                  54,            0.038856,            0.011293,            0.010509,             0.66576,             0.94444,             0.86658,             0.53179,            0.038601,            0.005445,           0.0037312,           0.0089506,           0.0089506,           0.0089506
                  55,            0.046752,            0.011444,            0.012484,             0.79843,             0.96765,             0.95128,             0.56371,            0.032349,           0.0051742,            0.003536,           0.0089308,           0.0089308,           0.0089308
                  56,            0.036896,            0.010679,            0.011265,              0.7374,             0.91033,             0.90523,             0.55017,            0.030551,           0.0053917,           0.0035032,            0.008911,            0.008911,            0.008911
                  57,            0.037807,            0.013772,           0.0097705,             0.87116,             0.96048,             0.96038,             0.65281,            0.031215,           0.0055991,           0.0034695,           0.0088912,           0.0088912,           0.0088912
                  58,            0.037535,            0.011094,           0.0098016,             0.76891,             0.96942,              0.8602,             0.47326,            0.035636,           0.0056214,           0.0032502,           0.0088714,           0.0088714,           0.0088714
                  59,            0.042418,             0.01086,            0.011025,             0.84265,             0.98699,              0.8941,              0.5554,            0.034793,           0.0052856,           0.0031194,           0.0088516,           0.0088516,           0.0088516
                  60,            0.040914,            0.011496,           0.0086331,             0.73694,             0.94248,             0.91869,             0.55595,            0.029383,           0.0052456,           0.0033807,           0.0088318,           0.0088318,           0.0088318
                  61,            0.043028,            0.010826,            0.011395,             0.76909,             0.94737,             0.94006,             0.56149,            0.036396,           0.0050222,           0.0032605,            0.008812,            0.008812,            0.008812
                  62,            0.037353,           0.0097118,           0.0095868,             0.96494,             0.98483,               0.995,             0.66224,            0.024601,           0.0051897,           0.0031073,           0.0087922,           0.0087922,           0.0087922
                  63,            0.033766,            0.011915,           0.0089286,             0.85765,             0.94737,             0.90195,             0.55832,            0.032865,           0.0049865,           0.0029436,           0.0087724,           0.0087724,           0.0087724
                  64,            0.041039,            0.010166,           0.0078101,             0.70173,             0.95148,             0.90215,              0.6878,            0.029088,            0.004934,           0.0027725,           0.0087526,           0.0087526,           0.0087526
                  65,            0.038463,            0.010554,           0.0084906,             0.81977,             0.98246,             0.91075,             0.59101,            0.032582,           0.0050832,           0.0026902,           0.0087328,           0.0087328,           0.0087328
                  66,            0.036353,            0.010583,           0.0058569,             0.83886,                   1,             0.97652,             0.64839,             0.02866,           0.0048586,           0.0027438,            0.008713,            0.008713,            0.008713
                  67,            0.037949,           0.0093053,           0.0068268,             0.86784,             0.98246,             0.92674,             0.60001,            0.029187,           0.0048736,           0.0025172,           0.0086932,           0.0086932,           0.0086932
                  68,            0.035816,            0.011241,           0.0067125,             0.83818,             0.99395,             0.91185,             0.66376,            0.028987,           0.0049194,             0.00236,           0.0086734,           0.0086734,           0.0086734
                  69,            0.041302,             0.01178,           0.0083535,             0.91646,             0.98276,             0.99219,             0.63805,            0.031171,           0.0049085,           0.0023632,           0.0086536,           0.0086536,           0.0086536
                  70,            0.033966,             0.01104,           0.0068489,             0.86872,             0.95715,             0.96559,             0.67433,            0.033206,           0.0047526,           0.0023029,           0.0086338,           0.0086338,           0.0086338
                  71,            0.043081,            0.011214,           0.0084907,             0.94555,             0.98996,             0.99222,             0.64137,            0.028031,           0.0047589,           0.0023778,            0.008614,            0.008614,            0.008614
                  72,            0.033295,           0.0098771,            0.006825,             0.72134,              0.9777,             0.86271,             0.59991,            0.031521,           0.0048215,           0.0023841,           0.0085942,           0.0085942,           0.0085942
                  73,            0.037743,            0.010276,           0.0080403,             0.93126,             0.97557,               0.963,             0.65435,            0.027301,           0.0048696,            0.002404,           0.0085744,           0.0085744,           0.0085744
                  74,            0.032928,            0.011911,           0.0063712,             0.99447,                   1,               0.995,              0.6499,            0.027286,           0.0049586,           0.0022471,           0.0085546,           0.0085546,           0.0085546
                  75,            0.034026,           0.0098634,           0.0063121,             0.98041,             0.99858,             0.99412,             0.70542,            0.025761,           0.0047305,           0.0022941,           0.0085348,           0.0085348,           0.0085348
                  76,            0.033431,           0.0098872,           0.0053927,             0.93705,             0.98148,             0.96634,             0.67075,            0.026382,           0.0046767,           0.0022836,            0.008515,            0.008515,            0.008515
                  77,            0.034034,            0.011336,           0.0073635,             0.99356,                   1,               0.995,             0.72485,             0.02398,           0.0047193,           0.0022402,           0.0084952,           0.0084952,           0.0084952
                  78,            0.028883,           0.0091501,           0.0053403,             0.71124,             0.99216,             0.88129,             0.56927,            0.030764,           0.0048876,           0.0022426,           0.0084754,           0.0084754,           0.0084754
                  79,            0.034575,            0.010641,           0.0055774,             0.98471,             0.99958,               0.995,             0.70613,            0.025042,           0.0045306,            0.002345,           0.0084556,           0.0084556,           0.0084556
                  80,            0.035442,           0.0093752,           0.0075645,             0.90613,                   1,             0.97026,             0.56883,            0.032676,           0.0049586,           0.0024515,           0.0084358,           0.0084358,           0.0084358
                  81,            0.034874,           0.0098228,           0.0041762,             0.93788,                   1,             0.99254,             0.70175,             0.02676,           0.0047291,           0.0024806,            0.008416,            0.008416,            0.008416
                  82,            0.034105,           0.0095821,           0.0072565,              0.9713,                   1,               0.995,             0.74861,            0.023419,           0.0044189,           0.0026019,           0.0083962,           0.0083962,           0.0083962
                  83,            0.028902,           0.0090474,           0.0069527,             0.82231,                   1,             0.92576,             0.65394,            0.024433,           0.0045969,           0.0026581,           0.0083764,           0.0083764,           0.0083764
                  84,            0.033788,            0.010655,           0.0064619,             0.98221,                   1,               0.995,              0.7863,            0.022604,           0.0044009,           0.0027641,           0.0083566,           0.0083566,           0.0083566
                  85,            0.031142,           0.0096433,           0.0057133,             0.97111,             0.99956,               0.995,             0.68812,            0.024583,           0.0044337,           0.0028367,           0.0083368,           0.0083368,           0.0083368
                  86,             0.03156,           0.0095133,           0.0079826,             0.89062,             0.96986,               0.991,             0.77267,            0.025018,           0.0044259,           0.0033988,            0.008317,            0.008317,            0.008317
                  87,            0.030628,           0.0098221,           0.0049071,             0.81438,                   1,             0.91327,             0.67316,            0.026043,           0.0044574,           0.0026238,           0.0082972,           0.0082972,           0.0082972
                  88,             0.03133,           0.0096074,           0.0055884,             0.99398,                   1,               0.995,             0.74431,            0.019766,           0.0044946,           0.0024617,           0.0082774,           0.0082774,           0.0082774
                  89,            0.030701,            0.010052,           0.0068539,             0.99044,             0.99434,               0.995,             0.71214,            0.025254,           0.0043717,           0.0024896,           0.0082576,           0.0082576,           0.0082576
                  90,            0.031958,             0.00975,           0.0064671,             0.85316,                   1,             0.98091,             0.71076,            0.024284,            0.004502,           0.0020256,           0.0082378,           0.0082378,           0.0082378
                  91,            0.032636,           0.0086593,            0.003953,             0.99558,                   1,               0.995,             0.66621,            0.026044,           0.0043223,           0.0020228,            0.008218,            0.008218,            0.008218
                  92,            0.031657,           0.0092891,           0.0057087,             0.97858,                   1,               0.995,             0.73176,            0.022648,           0.0042864,           0.0021177,           0.0081982,           0.0081982,           0.0081982
                  93,            0.029747,           0.0099874,           0.0038682,             0.93036,                   1,              0.9921,             0.76736,            0.022901,            0.004262,           0.0020265,           0.0081784,           0.0081784,           0.0081784
                  94,             0.03098,           0.0091586,           0.0051456,             0.95802,             0.99553,             0.99333,             0.77149,            0.021166,           0.0043497,           0.0021196,           0.0081586,           0.0081586,           0.0081586
                  95,            0.028004,           0.0083043,           0.0039404,             0.89411,             0.97307,             0.99219,             0.64848,            0.025394,           0.0045223,           0.0021102,           0.0081388,           0.0081388,           0.0081388
                  96,            0.030693,            0.010758,           0.0040868,              0.9927,             0.99793,               0.995,             0.78346,            0.019042,           0.0042599,           0.0021307,            0.008119,            0.008119,            0.008119
                  97,            0.028484,             0.01079,           0.0062644,             0.99589,             0.99779,               0.995,             0.68583,             0.02404,           0.0042968,           0.0021503,           0.0080992,           0.0080992,           0.0080992
                  98,            0.033099,           0.0084516,           0.0040329,             0.99617,             0.99778,               0.995,             0.71877,            0.024205,           0.0042036,           0.0020651,           0.0080794,           0.0080794,           0.0080794
                  99,            0.029191,            0.008539,           0.0032081,             0.98103,                   1,               0.995,              0.6797,            0.026627,           0.0042856,           0.0019682,           0.0080596,           0.0080596,           0.0080596
                 100,            0.032161,            0.009438,           0.0039473,             0.99594,                   1,               0.995,             0.73504,            0.020318,           0.0040704,            0.001937,           0.0080398,           0.0080398,           0.0080398
                 101,            0.028984,           0.0094258,           0.0038143,             0.97509,                   1,             0.99417,             0.69892,            0.025101,            0.004186,           0.0018941,             0.00802,             0.00802,             0.00802
                 102,            0.033904,           0.0095875,            0.004313,             0.99302,                   1,               0.995,             0.75807,            0.021788,           0.0040338,           0.0019278,           0.0080002,           0.0080002,           0.0080002
                 103,            0.030699,           0.0084671,           0.0045958,             0.97703,                   1,             0.99333,              0.6409,            0.026679,           0.0042646,           0.0019033,           0.0079804,           0.0079804,           0.0079804
                 104,            0.031258,           0.0090551,           0.0050691,             0.99413,                   1,               0.995,             0.80934,            0.019822,           0.0040361,           0.0018567,           0.0079606,           0.0079606,           0.0079606
                 105,             0.02976,           0.0084619,           0.0059124,             0.99411,              0.9979,               0.995,             0.76177,            0.018872,           0.0041678,           0.0017592,           0.0079408,           0.0079408,           0.0079408
                 106,            0.027326,           0.0090058,           0.0044934,             0.99166,             0.99737,               0.995,             0.77125,             0.02055,           0.0041856,           0.0017521,            0.007921,            0.007921,            0.007921
                 107,            0.032078,           0.0086957,           0.0033206,             0.98978,              0.9973,               0.995,             0.71097,            0.025659,            0.004261,           0.0018271,           0.0079012,           0.0079012,           0.0079012
                 108,            0.031948,           0.0089869,           0.0055972,             0.99601,              0.9856,               0.995,             0.80148,            0.018642,           0.0041685,           0.0018762,           0.0078814,           0.0078814,           0.0078814
                 109,            0.027884,           0.0093522,            0.005283,             0.98617,             0.99742,               0.995,             0.70215,            0.022149,            0.004228,           0.0018297,           0.0078616,           0.0078616,           0.0078616
                 110,              0.0303,           0.0090064,           0.0048576,              0.9857,             0.99744,               0.995,             0.75511,            0.020111,            0.003962,           0.0017557,           0.0078418,           0.0078418,           0.0078418
                 111,            0.029532,            0.008897,           0.0064906,              0.9856,             0.98506,               0.995,             0.76586,             0.02114,           0.0040729,           0.0016631,            0.007822,            0.007822,            0.007822
                 112,            0.027731,            0.010802,           0.0061593,             0.98676,             0.99759,               0.995,             0.80518,            0.019437,            0.003958,           0.0017022,           0.0078022,           0.0078022,           0.0078022
                 113,            0.030394,            0.010206,           0.0075276,              0.9859,             0.98697,               0.995,             0.76718,            0.021164,           0.0040756,           0.0017018,           0.0077824,           0.0077824,           0.0077824
                 114,            0.027209,           0.0096554,           0.0065431,             0.99098,             0.99795,               0.995,             0.77178,            0.021035,           0.0040107,           0.0017096,           0.0077626,           0.0077626,           0.0077626
                 115,            0.028371,           0.0099783,           0.0042548,             0.99166,             0.99624,               0.995,             0.73703,            0.022179,           0.0040334,           0.0017179,           0.0077428,           0.0077428,           0.0077428
                 116,            0.031387,           0.0092842,           0.0041073,              0.9939,             0.99894,               0.995,             0.77399,            0.021184,           0.0040337,           0.0017468,            0.007723,            0.007723,            0.007723
                 117,            0.027373,           0.0082186,           0.0046977,             0.99453,              0.9994,               0.995,             0.72145,            0.021219,           0.0040606,           0.0017263,           0.0077032,           0.0077032,           0.0077032
                 118,             0.03144,           0.0097164,           0.0048111,             0.99512,                   1,               0.995,               0.768,            0.022636,           0.0040199,           0.0017062,           0.0076834,           0.0076834,           0.0076834
                 119,            0.029613,           0.0089937,           0.0042696,             0.95887,                   1,             0.99341,             0.75009,            0.021961,           0.0040767,           0.0016319,           0.0076636,           0.0076636,           0.0076636
                 120,            0.028793,           0.0099917,            0.007609,             0.99533,                   1,               0.995,              0.7942,            0.020841,           0.0039472,           0.0016188,           0.0076438,           0.0076438,           0.0076438
                 121,             0.02826,           0.0094704,           0.0047573,             0.97965,             0.99368,             0.99417,             0.79002,            0.021376,           0.0040375,           0.0016232,            0.007624,            0.007624,            0.007624
                 122,            0.027336,           0.0094982,           0.0039604,             0.99321,                   1,               0.995,             0.76171,            0.020212,           0.0041269,           0.0016332,           0.0076042,           0.0076042,           0.0076042
                 123,            0.028402,           0.0096239,           0.0060457,              0.9879,                   1,               0.995,             0.73931,            0.021122,           0.0040338,           0.0015573,           0.0075844,           0.0075844,           0.0075844
                 124,             0.02725,           0.0091286,           0.0038762,             0.99462,                   1,               0.995,              0.7684,             0.02292,           0.0040657,           0.0015901,           0.0075646,           0.0075646,           0.0075646
                 125,            0.028334,            0.010175,           0.0054362,             0.99417,                   1,               0.995,             0.77037,            0.018746,           0.0038815,           0.0015993,           0.0075448,           0.0075448,           0.0075448
                 126,             0.02755,           0.0092665,           0.0063608,             0.99434,                   1,               0.995,             0.71634,            0.023623,           0.0040065,            0.001511,            0.007525,            0.007525,            0.007525
                 127,            0.028028,           0.0091477,           0.0036947,             0.99395,                   1,               0.995,             0.74416,            0.019152,           0.0038484,           0.0015435,           0.0075052,           0.0075052,           0.0075052
                 128,            0.030214,           0.0082696,           0.0042765,             0.99485,                   1,               0.995,             0.72689,            0.023683,           0.0038977,           0.0014761,           0.0074854,           0.0074854,           0.0074854
                 129,            0.030257,           0.0083337,           0.0044453,             0.99595,                   1,               0.995,             0.77636,            0.020081,           0.0039239,           0.0015127,           0.0074656,           0.0074656,           0.0074656
                 130,            0.026072,           0.0081544,           0.0054591,             0.99463,                   1,               0.995,             0.73319,            0.019503,           0.0039011,           0.0015183,           0.0074458,           0.0074458,           0.0074458
                 131,            0.026988,            0.011334,           0.0059038,               0.996,                   1,               0.995,             0.70958,            0.019925,           0.0039588,           0.0013992,            0.007426,            0.007426,            0.007426
                 132,            0.027385,           0.0091112,           0.0032508,             0.99607,                   1,               0.995,             0.78212,            0.019864,            0.003896,           0.0013057,           0.0074062,           0.0074062,           0.0074062
                 133,            0.028912,           0.0093024,           0.0038885,              0.9963,                   1,               0.995,             0.70922,            0.020755,           0.0039581,           0.0012635,           0.0073864,           0.0073864,           0.0073864
                 134,            0.024963,           0.0088767,            0.003347,             0.99603,                   1,               0.995,             0.77906,             0.02014,           0.0038174,           0.0011947,           0.0073666,           0.0073666,           0.0073666
                 135,             0.02482,           0.0084237,           0.0034634,             0.97891,                   1,               0.995,             0.72475,            0.024467,           0.0039783,           0.0011736,           0.0073468,           0.0073468,           0.0073468
                 136,            0.030512,            0.010529,           0.0033606,             0.99451,                   1,               0.995,             0.81909,            0.016938,           0.0037945,           0.0011799,            0.007327,            0.007327,            0.007327
                 137,            0.024984,           0.0086226,           0.0028539,             0.99207,                   1,               0.995,             0.71009,            0.020858,           0.0040844,           0.0012465,           0.0073072,           0.0073072,           0.0073072
                 138,            0.030673,           0.0079537,           0.0028005,             0.99413,                   1,               0.995,             0.82195,            0.018478,           0.0037916,           0.0013105,           0.0072874,           0.0072874,           0.0072874
                 139,            0.024307,           0.0083894,           0.0033985,             0.99519,                   1,               0.995,             0.75011,            0.020801,           0.0038946,           0.0013954,           0.0072676,           0.0072676,           0.0072676
                 140,            0.025788,           0.0086834,           0.0033384,             0.99428,                   1,               0.995,             0.81626,            0.017076,           0.0038247,           0.0014336,           0.0072478,           0.0072478,           0.0072478
                 141,            0.025471,           0.0083741,           0.0054067,             0.99142,                   1,               0.995,             0.78164,            0.021461,           0.0041264,           0.0014669,            0.007228,            0.007228,            0.007228
                 142,             0.02472,           0.0090698,           0.0043683,             0.99041,                   1,               0.995,             0.73221,            0.021455,           0.0043339,            0.001427,           0.0072082,           0.0072082,           0.0072082
                 143,            0.029054,            0.008527,           0.0038271,             0.99273,                   1,               0.995,             0.77481,            0.022107,           0.0041873,            0.001439,           0.0071884,           0.0071884,           0.0071884
                 144,            0.026436,           0.0080504,           0.0026658,             0.99483,                   1,               0.995,             0.70699,            0.020913,           0.0045001,           0.0014006,           0.0071686,           0.0071686,           0.0071686
                 145,            0.027287,            0.009688,           0.0055274,             0.99539,                   1,               0.995,              0.7954,             0.01988,           0.0045223,           0.0014031,           0.0071488,           0.0071488,           0.0071488
                 146,            0.028576,           0.0086454,           0.0041284,             0.99521,                   1,               0.995,             0.75074,            0.019856,           0.0045276,           0.0013988,            0.007129,            0.007129,            0.007129
                 147,            0.025049,           0.0088537,           0.0049219,             0.99539,                   1,               0.995,             0.80369,            0.020492,           0.0044619,           0.0014293,           0.0071092,           0.0071092,           0.0071092
                 148,            0.027708,           0.0084988,           0.0026803,             0.99341,                   1,               0.995,             0.72519,            0.021899,           0.0045387,           0.0014649,           0.0070894,           0.0070894,           0.0070894
                 149,            0.026479,           0.0083586,           0.0035441,             0.99265,                   1,               0.995,             0.79874,            0.018062,            0.004412,           0.0014897,           0.0070696,           0.0070696,           0.0070696
                 150,            0.025694,           0.0072435,           0.0029852,             0.99239,                   1,               0.995,             0.72988,            0.022256,           0.0042333,           0.0014464,           0.0070498,           0.0070498,           0.0070498
                 151,            0.026126,           0.0081865,           0.0044732,              0.9928,                   1,               0.995,             0.80825,            0.020597,           0.0042286,           0.0014693,             0.00703,             0.00703,             0.00703
                 152,             0.02589,           0.0082708,            0.003211,             0.99356,                   1,               0.995,             0.81043,            0.017323,           0.0039095,           0.0014735,           0.0070102,           0.0070102,           0.0070102
                 153,            0.024836,           0.0092866,            0.003669,             0.99432,                   1,               0.995,             0.81791,            0.017412,           0.0038785,           0.0013793,           0.0069904,           0.0069904,           0.0069904
                 154,            0.025025,           0.0080137,           0.0034217,             0.99472,                   1,               0.995,             0.77824,            0.018911,           0.0039978,           0.0013366,           0.0069706,           0.0069706,           0.0069706
                 155,            0.026751,            0.008328,           0.0035553,             0.99454,                   1,               0.995,             0.79896,            0.017832,           0.0039285,           0.0014178,           0.0069508,           0.0069508,           0.0069508
                 156,            0.022655,            0.008325,           0.0021829,             0.97566,                   1,             0.99219,              0.7666,            0.019322,           0.0039049,           0.0013937,            0.006931,            0.006931,            0.006931
                 157,            0.026324,           0.0082822,           0.0024636,             0.99511,                   1,               0.995,             0.82616,            0.016572,           0.0037264,           0.0014324,           0.0069112,           0.0069112,           0.0069112
                 158,            0.025146,           0.0088459,           0.0038146,             0.99398,                   1,               0.995,             0.78975,            0.016989,           0.0037001,            0.001363,           0.0068914,           0.0068914,           0.0068914
                 159,            0.023885,           0.0085527,           0.0040525,             0.99536,                   1,               0.995,             0.79837,            0.016337,           0.0036771,           0.0013951,           0.0068716,           0.0068716,           0.0068716
