               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 160,            0.023382,           0.0077932,           0.0046697,              0.9949,                   1,               0.995,             0.74589,            0.016881,           0.0036836,           0.0014279,           0.0068518,           0.0068518,           0.0068518
                 161,            0.023763,             0.00823,           0.0027266,             0.98569,                   1,               0.995,             0.79814,            0.017299,           0.0036898,           0.0015058,            0.006832,            0.006832,            0.006832
                 162,            0.026686,           0.0090102,            0.004386,             0.99508,                   1,               0.995,             0.83973,            0.014941,           0.0036487,           0.0015037,           0.0068122,           0.0068122,           0.0068122
                 163,            0.023404,            0.007618,           0.0026937,             0.99526,                   1,               0.995,             0.82691,            0.018258,           0.0037629,           0.0015351,           0.0067924,           0.0067924,           0.0067924
                 164,            0.025305,           0.0085764,           0.0042848,              0.9952,                   1,               0.995,             0.84977,            0.015307,           0.0036388,           0.0015222,           0.0067726,           0.0067726,           0.0067726
                 165,            0.022523,           0.0097384,           0.0026834,             0.99551,                   1,               0.995,             0.84492,            0.018681,           0.0037328,           0.0015079,           0.0067528,           0.0067528,           0.0067528
                 166,            0.024202,           0.0071653,           0.0027701,             0.99503,                   1,               0.995,             0.81243,            0.018046,           0.0036484,           0.0014816,            0.006733,            0.006733,            0.006733
                 167,            0.024605,           0.0066146,            0.003755,             0.99518,                   1,               0.995,             0.82036,            0.020623,           0.0037387,           0.0014176,           0.0067132,           0.0067132,           0.0067132
                 168,            0.025827,           0.0084471,           0.0032318,             0.99517,                   1,               0.995,             0.79373,             0.01612,           0.0035772,           0.0014079,           0.0066934,           0.0066934,           0.0066934
                 169,             0.02512,           0.0071736,           0.0022578,             0.99494,                   1,               0.995,             0.81457,            0.018893,           0.0036397,           0.0013724,           0.0066736,           0.0066736,           0.0066736
                 170,             0.02485,           0.0072915,           0.0053874,             0.99528,                   1,               0.995,             0.84077,            0.016917,           0.0035388,           0.0012933,           0.0066538,           0.0066538,           0.0066538
                 171,            0.024962,           0.0079557,           0.0034765,             0.99423,                   1,               0.995,             0.83785,            0.018135,           0.0036241,           0.0012446,            0.006634,            0.006634,            0.006634
                 172,            0.023783,           0.0085832,           0.0028898,             0.99452,                   1,               0.995,             0.78511,            0.017249,           0.0036429,           0.0012331,           0.0066142,           0.0066142,           0.0066142
                 173,            0.026492,           0.0091964,           0.0053854,             0.99427,                   1,               0.995,             0.84388,            0.015532,           0.0036011,           0.0011972,           0.0065944,           0.0065944,           0.0065944
                 174,             0.02183,           0.0095877,           0.0027458,             0.99418,                   1,               0.995,             0.82981,             0.01695,           0.0036777,            0.001164,           0.0065746,           0.0065746,           0.0065746
                 175,            0.025522,           0.0080023,           0.0038653,             0.99393,                   1,               0.995,             0.84475,            0.016325,           0.0036825,           0.0011472,           0.0065548,           0.0065548,           0.0065548
                 176,            0.024063,           0.0088586,           0.0035817,             0.99461,                   1,               0.995,              0.8736,            0.015469,           0.0036354,           0.0011271,            0.006535,            0.006535,            0.006535
                 177,             0.02295,           0.0085098,           0.0024757,             0.99518,                   1,               0.995,             0.81803,            0.017665,           0.0036864,           0.0011044,           0.0065152,           0.0065152,           0.0065152
                 178,            0.024903,           0.0075808,           0.0037488,             0.99615,                   1,               0.995,             0.83732,            0.017126,           0.0037102,           0.0011354,           0.0064954,           0.0064954,           0.0064954
                 179,            0.023772,           0.0095034,           0.0045137,             0.99536,                   1,               0.995,             0.82869,            0.015018,            0.003788,           0.0011468,           0.0064756,           0.0064756,           0.0064756
                 180,            0.022822,           0.0082528,           0.0032424,              0.9956,                   1,               0.995,             0.80597,            0.017037,           0.0037234,           0.0011791,           0.0064558,           0.0064558,           0.0064558
                 181,            0.024308,           0.0085026,           0.0021677,             0.99224,                   1,               0.995,             0.82233,            0.015865,           0.0036222,            0.001328,            0.006436,            0.006436,            0.006436
                 182,            0.024879,           0.0080471,           0.0032452,             0.98736,             0.99793,               0.995,             0.84714,            0.015356,           0.0036333,           0.0015504,           0.0064162,           0.0064162,           0.0064162
                 183,             0.02216,           0.0089527,           0.0033233,             0.99597,                   1,               0.995,             0.85811,            0.015516,           0.0039322,           0.0013048,           0.0063964,           0.0063964,           0.0063964
                 184,            0.023511,            0.007323,            0.003596,             0.99471,                   1,               0.995,             0.79918,             0.01701,           0.0040684,           0.0012958,           0.0063766,           0.0063766,           0.0063766
                 185,            0.023835,           0.0078213,             0.00585,             0.99287,                   1,               0.995,              0.8559,            0.013498,            0.003793,           0.0012572,           0.0063568,           0.0063568,           0.0063568
                 186,            0.021437,           0.0074025,           0.0029151,              0.9925,                   1,               0.995,             0.71661,            0.022518,           0.0040496,           0.0012358,            0.006337,            0.006337,            0.006337
                 187,            0.030972,           0.0086946,           0.0037054,             0.99283,                   1,               0.995,             0.87532,            0.014343,           0.0037424,           0.0012391,           0.0063172,           0.0063172,           0.0063172
                 188,            0.020372,           0.0079503,            0.003746,             0.98316,                   1,               0.995,             0.81982,            0.019371,           0.0038501,           0.0012379,           0.0062974,           0.0062974,           0.0062974
                 189,            0.027671,            0.009348,           0.0037846,             0.99338,                   1,               0.995,             0.83398,            0.015337,           0.0038472,           0.0012493,           0.0062776,           0.0062776,           0.0062776
                 190,            0.020816,           0.0085856,           0.0047445,             0.99467,                   1,               0.995,             0.81628,            0.015715,           0.0037658,            0.001238,           0.0062578,           0.0062578,           0.0062578
                 191,            0.022139,           0.0077146,            0.002436,             0.99584,                   1,               0.995,             0.83092,            0.015282,           0.0038249,           0.0012341,            0.006238,            0.006238,            0.006238
                 192,            0.022655,           0.0071723,           0.0017685,             0.99605,                   1,               0.995,             0.86775,            0.016576,           0.0036514,           0.0012804,           0.0062182,           0.0062182,           0.0062182
                 193,            0.022545,           0.0082699,           0.0026028,             0.99565,                   1,               0.995,             0.81554,            0.015361,           0.0036692,           0.0012545,           0.0061984,           0.0061984,           0.0061984
                 194,            0.023082,           0.0068247,           0.0035596,             0.99554,                   1,               0.995,             0.86617,            0.016484,           0.0035716,            0.001284,           0.0061786,           0.0061786,           0.0061786
                 195,            0.023145,           0.0087457,            0.002802,             0.99536,                   1,               0.995,             0.82525,            0.015404,           0.0035709,           0.0012494,           0.0061588,           0.0061588,           0.0061588
                 196,            0.022299,           0.0079371,           0.0037646,             0.99534,                   1,               0.995,             0.84221,             0.01713,           0.0036804,            0.001229,            0.006139,            0.006139,            0.006139
                 197,            0.023967,           0.0065699,            0.003832,             0.97916,                   1,               0.995,             0.81257,            0.018413,           0.0036118,           0.0012038,           0.0061192,           0.0061192,           0.0061192
                 198,            0.024787,           0.0081664,           0.0043478,             0.98012,                   1,               0.995,             0.83004,            0.017214,           0.0034731,           0.0012012,           0.0060994,           0.0060994,           0.0060994
                 199,            0.023617,           0.0079764,           0.0038657,             0.99567,                   1,               0.995,              0.8503,            0.016587,           0.0035011,           0.0011816,           0.0060796,           0.0060796,           0.0060796
                 200,            0.023948,            0.007653,           0.0025831,               0.995,                   1,               0.995,             0.82037,            0.017991,           0.0035834,           0.0011795,           0.0060598,           0.0060598,           0.0060598
                 201,            0.023527,           0.0080494,           0.0042003,             0.99524,                   1,               0.995,             0.83264,            0.014099,           0.0034804,           0.0011629,             0.00604,             0.00604,             0.00604
                 202,              0.0212,           0.0074674,           0.0026079,             0.99536,                   1,               0.995,             0.83155,            0.015129,           0.0034833,           0.0010967,           0.0060202,           0.0060202,           0.0060202
                 203,            0.018614,           0.0070635,           0.0015678,             0.99586,                   1,               0.995,             0.80124,            0.017072,           0.0035392,           0.0010467,           0.0060004,           0.0060004,           0.0060004
                 204,            0.024271,           0.0081712,           0.0017997,             0.99648,                   1,               0.995,              0.8567,            0.015582,           0.0034968,           0.0010526,           0.0059806,           0.0059806,           0.0059806
                 205,            0.023136,           0.0077032,           0.0028107,             0.99108,                   1,               0.995,              0.8308,            0.016689,           0.0035892,           0.0010365,           0.0059608,           0.0059608,           0.0059608
                 206,            0.023548,           0.0086055,           0.0027165,             0.99647,                   1,               0.995,             0.86624,            0.014449,           0.0035747,           0.0010472,            0.005941,            0.005941,            0.005941
                 207,            0.021245,           0.0075076,           0.0033741,             0.99661,                   1,               0.995,             0.80622,            0.014595,            0.003704,            0.001052,           0.0059212,           0.0059212,           0.0059212
                 208,            0.021032,           0.0071567,           0.0020257,             0.99617,                   1,               0.995,             0.84972,            0.015886,           0.0038097,           0.0010796,           0.0059014,           0.0059014,           0.0059014
                 209,            0.023126,           0.0079983,           0.0034158,             0.99568,                   1,               0.995,             0.83389,            0.015209,           0.0037501,           0.0011058,           0.0058816,           0.0058816,           0.0058816
                 210,             0.02129,           0.0074078,           0.0030989,             0.99455,                   1,               0.995,             0.87784,            0.014675,           0.0037482,            0.001148,           0.0058618,           0.0058618,           0.0058618
                 211,            0.021182,           0.0077133,            0.002521,             0.99433,                   1,               0.995,             0.82262,            0.015628,           0.0037912,           0.0011152,            0.005842,            0.005842,            0.005842
                 212,            0.023188,           0.0072305,           0.0053848,             0.99489,                   1,               0.995,             0.89368,            0.013024,           0.0035318,           0.0011191,           0.0058222,           0.0058222,           0.0058222
                 213,            0.018854,           0.0072041,           0.0060366,             0.99386,                   1,               0.995,             0.85944,            0.016067,           0.0036042,            0.001116,           0.0058024,           0.0058024,           0.0058024
                 214,            0.021723,           0.0068337,           0.0017787,             0.99265,                   1,               0.995,              0.8409,            0.016077,           0.0035996,           0.0010822,           0.0057826,           0.0057826,           0.0057826
                 215,            0.024743,            0.008551,           0.0040963,             0.99236,                   1,               0.995,             0.86286,            0.013065,           0.0035298,            0.001073,           0.0057628,           0.0057628,           0.0057628
                 216,            0.020614,           0.0068778,           0.0055865,             0.99296,                   1,               0.995,             0.85815,            0.014972,           0.0035539,            0.001057,            0.005743,            0.005743,            0.005743
                 217,            0.021377,           0.0075213,             0.00333,             0.99408,                   1,               0.995,             0.85193,            0.015031,           0.0034802,           0.0010793,           0.0057232,           0.0057232,           0.0057232
                 218,            0.022066,           0.0077562,           0.0020903,             0.99446,                   1,               0.995,             0.88463,             0.01389,           0.0034331,           0.0010749,           0.0057034,           0.0057034,           0.0057034
                 219,            0.021866,           0.0073218,           0.0055924,             0.99502,                   1,               0.995,             0.86722,            0.013305,           0.0033863,           0.0010709,           0.0056836,           0.0056836,           0.0056836
                 220,            0.021033,           0.0071052,           0.0033218,             0.99512,                   1,               0.995,             0.86757,            0.016322,           0.0035567,            0.001043,           0.0056638,           0.0056638,           0.0056638
                 221,            0.023485,            0.007559,             0.00322,             0.99605,                   1,               0.995,             0.88729,            0.011576,           0.0034574,           0.0010508,            0.005644,            0.005644,            0.005644
                 222,            0.018674,           0.0074047,           0.0025517,             0.99663,                   1,               0.995,               0.855,            0.014788,           0.0035706,           0.0010434,           0.0056242,           0.0056242,           0.0056242
                 223,            0.023453,           0.0080741,           0.0038087,             0.99583,                   1,               0.995,             0.88211,             0.01298,           0.0035783,           0.0010638,           0.0056044,           0.0056044,           0.0056044
                 224,            0.019354,           0.0070737,           0.0056577,             0.99513,                   1,               0.995,             0.88074,            0.014068,           0.0035001,           0.0010674,           0.0055846,           0.0055846,           0.0055846
                 225,            0.020867,           0.0068861,           0.0028466,             0.99533,                   1,               0.995,             0.85163,            0.013085,           0.0034803,           0.0010775,           0.0055648,           0.0055648,           0.0055648
                 226,            0.021052,           0.0074451,           0.0042778,              0.9955,                   1,               0.995,             0.83086,            0.014492,           0.0036368,           0.0010835,            0.005545,            0.005545,            0.005545
                 227,            0.021236,           0.0075149,            0.002498,              0.9957,                   1,               0.995,             0.86976,            0.011962,           0.0033661,           0.0011247,           0.0055252,           0.0055252,           0.0055252
                 228,            0.019982,           0.0078076,           0.0035987,             0.99589,                   1,               0.995,             0.81378,            0.015711,           0.0034298,            0.001108,           0.0055054,           0.0055054,           0.0055054
                 229,             0.02246,           0.0073945,           0.0032219,               0.996,                   1,               0.995,             0.85964,            0.013946,            0.003197,           0.0011356,           0.0054856,           0.0054856,           0.0054856
                 230,            0.020426,           0.0070478,           0.0022876,              0.9958,                   1,               0.995,             0.86829,            0.014079,           0.0032788,           0.0010963,           0.0054658,           0.0054658,           0.0054658
                 231,            0.019658,           0.0081144,           0.0034672,             0.99511,                   1,               0.995,             0.88642,            0.012679,           0.0031213,           0.0011017,            0.005446,            0.005446,            0.005446
                 232,            0.022043,           0.0069407,           0.0040502,             0.99551,                   1,               0.995,             0.85425,             0.01401,           0.0031522,           0.0010731,           0.0054262,           0.0054262,           0.0054262
                 233,            0.021087,           0.0065494,            0.002681,             0.99509,                   1,               0.995,             0.89181,            0.012766,           0.0030086,           0.0010718,           0.0054064,           0.0054064,           0.0054064
                 234,            0.019379,           0.0083749,           0.0026247,             0.99467,                   1,               0.995,             0.82563,            0.013114,           0.0031305,            0.001045,           0.0053866,           0.0053866,           0.0053866
                 235,            0.020934,            0.008054,           0.0027085,             0.99448,                   1,               0.995,             0.89073,            0.012277,            0.002965,           0.0010443,           0.0053668,           0.0053668,           0.0053668
                 236,            0.019831,           0.0074041,           0.0030013,             0.99423,                   1,               0.995,             0.86246,            0.012836,           0.0031195,           0.0010175,            0.005347,            0.005347,            0.005347
                 237,            0.017997,           0.0086638,            0.002722,             0.99373,                   1,               0.995,             0.87579,            0.013057,           0.0032003,          0.00099881,           0.0053272,           0.0053272,           0.0053272
                 238,             0.02102,           0.0086592,           0.0017527,             0.99411,                   1,               0.995,             0.84679,            0.014441,           0.0031495,          0.00097772,           0.0053074,           0.0053074,           0.0053074
                 239,            0.022335,           0.0084876,           0.0026017,             0.99446,                   1,               0.995,             0.89436,            0.011281,           0.0029843,          0.00097391,           0.0052876,           0.0052876,           0.0052876
                 240,            0.021178,           0.0078334,           0.0025177,             0.99493,                   1,               0.995,             0.86634,            0.014278,           0.0030229,          0.00097701,           0.0052678,           0.0052678,           0.0052678
                 241,            0.023515,           0.0076403,           0.0023456,             0.99486,                   1,               0.995,             0.87833,            0.012508,           0.0030366,          0.00098222,            0.005248,            0.005248,            0.005248
                 242,            0.018266,           0.0064931,           0.0024043,             0.99543,                   1,               0.995,             0.88353,            0.012932,           0.0030146,          0.00097875,           0.0052282,           0.0052282,           0.0052282
                 243,            0.018323,           0.0073231,           0.0034627,             0.99619,                   1,               0.995,             0.89315,            0.011779,           0.0029643,          0.00095833,           0.0052084,           0.0052084,           0.0052084
                 244,            0.017654,           0.0074058,           0.0024667,             0.99684,                   1,               0.995,             0.84564,            0.014186,           0.0030531,          0.00095411,           0.0051886,           0.0051886,           0.0051886
                 245,            0.020483,           0.0076657,           0.0016514,             0.99674,                   1,               0.995,             0.89381,            0.012816,           0.0030017,           0.0009607,           0.0051688,           0.0051688,           0.0051688
                 246,            0.022264,           0.0076132,           0.0042383,             0.99655,                   1,               0.995,             0.84983,            0.013375,           0.0030561,          0.00095866,            0.005149,            0.005149,            0.005149
                 247,            0.017857,           0.0068325,           0.0016609,             0.99594,                   1,               0.995,             0.87563,            0.013352,           0.0030805,          0.00094036,           0.0051292,           0.0051292,           0.0051292
                 248,            0.018753,           0.0064853,           0.0025765,             0.99626,                   1,               0.995,             0.86432,            0.013467,           0.0029931,          0.00093409,           0.0051094,           0.0051094,           0.0051094
                 249,            0.018657,           0.0064463,           0.0025358,              0.9961,                   1,               0.995,             0.89563,            0.013809,           0.0029543,          0.00095981,           0.0050896,           0.0050896,           0.0050896
                 250,            0.019448,           0.0063906,           0.0024813,             0.99674,                   1,               0.995,             0.85715,            0.014072,           0.0030322,          0.00098273,           0.0050698,           0.0050698,           0.0050698
                 251,            0.019676,           0.0077624,           0.0030698,             0.99686,                   1,               0.995,             0.87898,            0.013754,           0.0029716,           0.0010214,             0.00505,             0.00505,             0.00505
                 252,            0.020671,           0.0075773,           0.0030174,              0.9963,                   1,               0.995,             0.87526,            0.011711,           0.0028828,           0.0010461,           0.0050302,           0.0050302,           0.0050302
                 253,            0.021026,           0.0079684,            0.004215,             0.99582,                   1,               0.995,             0.84752,            0.014432,            0.002997,           0.0010905,           0.0050104,           0.0050104,           0.0050104
                 254,            0.021962,           0.0064052,           0.0031269,              0.9958,                   1,               0.995,             0.86508,            0.012919,           0.0030082,           0.0011093,           0.0049906,           0.0049906,           0.0049906
                 255,            0.020005,           0.0076319,            0.001788,              0.9954,                   1,               0.995,             0.84639,            0.013651,           0.0029759,           0.0011095,           0.0049708,           0.0049708,           0.0049708
                 256,            0.018171,           0.0082873,           0.0047337,             0.99559,                   1,               0.995,             0.87757,             0.01191,           0.0028733,           0.0011131,            0.004951,            0.004951,            0.004951
                 257,            0.019715,           0.0075515,            0.002543,             0.99588,                   1,               0.995,             0.86644,            0.013456,            0.003031,           0.0011277,           0.0049312,           0.0049312,           0.0049312
                 258,            0.020234,           0.0076974,           0.0031566,              0.9963,                   1,               0.995,             0.89093,            0.012042,           0.0029488,            0.001153,           0.0049114,           0.0049114,           0.0049114
                 259,             0.02088,           0.0077622,           0.0034807,              0.9966,                   1,               0.995,             0.90619,            0.011947,           0.0029319,           0.0011962,           0.0048916,           0.0048916,           0.0048916
                 260,            0.017148,           0.0072329,           0.0017993,             0.99628,                   1,               0.995,             0.87359,            0.012363,           0.0030164,             0.00121,           0.0048718,           0.0048718,           0.0048718
                 261,            0.017919,           0.0077343,           0.0030506,             0.99653,                   1,               0.995,             0.89482,             0.01196,           0.0029545,           0.0012287,            0.004852,            0.004852,            0.004852
                 262,            0.017836,           0.0059737,           0.0027295,              0.9966,                   1,               0.995,             0.86368,            0.012502,           0.0031471,           0.0012363,           0.0048322,           0.0048322,           0.0048322
                 263,            0.019406,           0.0074613,           0.0015949,             0.99634,                   1,               0.995,             0.89458,            0.012682,           0.0031274,           0.0012507,           0.0048124,           0.0048124,           0.0048124
                 264,             0.01926,           0.0073303,           0.0019222,             0.99642,                   1,               0.995,             0.87687,            0.011751,           0.0030521,           0.0012295,           0.0047926,           0.0047926,           0.0047926
                 265,            0.017111,           0.0066746,           0.0014471,               0.996,                   1,               0.995,             0.86618,            0.014164,           0.0031784,           0.0012161,           0.0047728,           0.0047728,           0.0047728
                 266,            0.019489,            0.007627,           0.0038378,             0.99628,                   1,               0.995,              0.8993,            0.012238,           0.0029816,           0.0012038,            0.004753,            0.004753,            0.004753
                 267,            0.018157,            0.006889,           0.0030376,             0.99622,                   1,               0.995,             0.89677,             0.01176,            0.002951,           0.0011854,           0.0047332,           0.0047332,           0.0047332
                 268,            0.018144,           0.0073862,           0.0026885,             0.99625,                   1,               0.995,             0.88368,            0.013261,           0.0028806,           0.0011892,           0.0047134,           0.0047134,           0.0047134
                 269,            0.018302,           0.0074833,           0.0014468,              0.9964,                   1,               0.995,             0.89692,            0.010827,           0.0028136,           0.0011879,           0.0046936,           0.0046936,           0.0046936
                 270,            0.019725,           0.0073777,           0.0021939,             0.99624,                   1,               0.995,             0.89019,            0.013339,           0.0029032,           0.0011815,           0.0046738,           0.0046738,           0.0046738
                 271,            0.018353,            0.007023,           0.0031604,             0.99672,                   1,               0.995,             0.89564,            0.012513,           0.0029013,           0.0011599,            0.004654,            0.004654,            0.004654
                 272,            0.019581,           0.0071287,           0.0019334,             0.99671,                   1,               0.995,             0.89297,            0.013167,           0.0028707,           0.0011428,           0.0046342,           0.0046342,           0.0046342
                 273,            0.020155,           0.0073828,           0.0017354,              0.9968,                   1,               0.995,             0.87966,            0.012094,           0.0028819,           0.0011341,           0.0046144,           0.0046144,           0.0046144
                 274,            0.019632,           0.0077189,           0.0027046,             0.99647,                   1,               0.995,             0.89129,            0.012173,           0.0029501,           0.0011277,           0.0045946,           0.0045946,           0.0045946
                 275,            0.019393,           0.0068802,           0.0024193,             0.99638,                   1,               0.995,             0.86982,            0.013522,           0.0031697,           0.0010918,           0.0045748,           0.0045748,           0.0045748
                 276,            0.017499,           0.0069199,           0.0015318,             0.99632,                   1,               0.995,             0.88877,            0.012442,           0.0031488,           0.0010653,            0.004555,            0.004555,            0.004555
                 277,                0.02,           0.0077799,           0.0022765,              0.9964,                   1,               0.995,               0.875,             0.01189,           0.0032312,           0.0010251,           0.0045352,           0.0045352,           0.0045352
                 278,            0.018142,           0.0066536,            0.001525,             0.99592,                   1,               0.995,             0.86604,            0.013835,           0.0032879,           0.0009897,           0.0045154,           0.0045154,           0.0045154
                 279,            0.020632,           0.0067736,            0.002241,             0.99602,                   1,               0.995,              0.8729,            0.012227,            0.003262,          0.00095198,           0.0044956,           0.0044956,           0.0044956
                 280,            0.019463,           0.0071216,           0.0027467,             0.99583,                   1,               0.995,              0.8849,              0.0127,           0.0030932,          0.00089804,           0.0044758,           0.0044758,           0.0044758
                 281,            0.017073,           0.0063567,           0.0019619,             0.99572,                   1,               0.995,             0.82874,             0.01314,           0.0031729,          0.00083994,            0.004456,            0.004456,            0.004456
                 282,            0.019969,           0.0080578,           0.0015717,             0.99577,                   1,               0.995,             0.87548,            0.011898,           0.0030034,          0.00083844,           0.0044362,           0.0044362,           0.0044362
                 283,            0.016825,           0.0063987,           0.0009768,             0.99585,                   1,               0.995,             0.86186,             0.01246,           0.0030617,          0.00082953,           0.0044164,           0.0044164,           0.0044164
                 284,            0.018415,           0.0078676,           0.0022612,             0.99628,                   1,               0.995,             0.86601,            0.012123,           0.0030839,          0.00083707,           0.0043966,           0.0043966,           0.0043966
                 285,             0.01838,           0.0083646,           0.0024075,             0.99631,                   1,               0.995,             0.88574,            0.011568,           0.0030851,          0.00083602,           0.0043768,           0.0043768,           0.0043768
                 286,             0.01836,           0.0076098,           0.0013239,             0.99629,                   1,               0.995,             0.87489,            0.011022,           0.0030087,          0.00085329,            0.004357,            0.004357,            0.004357
                 287,            0.016987,           0.0072173,           0.0015458,             0.99617,                   1,               0.995,             0.89413,            0.013497,           0.0031167,          0.00086421,           0.0043372,           0.0043372,           0.0043372
                 288,            0.018876,           0.0070054,           0.0022539,             0.99629,                   1,               0.995,             0.92064,            0.011418,           0.0030705,          0.00088051,           0.0043174,           0.0043174,           0.0043174
                 289,            0.016689,           0.0080293,           0.0024964,             0.99633,                   1,               0.995,             0.88549,            0.011794,           0.0031065,          0.00088093,           0.0042976,           0.0042976,           0.0042976
                 290,            0.018411,           0.0074131,           0.0019089,             0.99632,                   1,               0.995,             0.88986,            0.011642,           0.0031184,          0.00089874,           0.0042778,           0.0042778,           0.0042778
                 291,            0.019226,           0.0074573,           0.0018262,             0.99622,                   1,               0.995,             0.90114,            0.010762,           0.0030915,          0.00090116,            0.004258,            0.004258,            0.004258
                 292,             0.01616,            0.007573,           0.0011878,             0.99631,                   1,               0.995,             0.86764,            0.013179,           0.0034789,          0.00091577,           0.0042382,           0.0042382,           0.0042382
                 293,            0.020294,           0.0071059,           0.0015066,             0.99641,                   1,               0.995,             0.89303,            0.011599,           0.0033916,          0.00092757,           0.0042184,           0.0042184,           0.0042184
                 294,            0.016578,           0.0075944,           0.0021369,             0.99629,                   1,               0.995,             0.89762,              0.0108,           0.0031994,          0.00092367,           0.0041986,           0.0041986,           0.0041986
                 295,            0.019319,            0.007539,           0.0012309,             0.99617,                   1,               0.995,             0.89568,            0.010889,           0.0032037,          0.00093148,           0.0041788,           0.0041788,           0.0041788
                 296,            0.018256,           0.0065669,           0.0036574,             0.99607,                   1,               0.995,             0.91274,            0.010077,           0.0030459,          0.00092394,            0.004159,            0.004159,            0.004159
                 297,            0.015613,           0.0060086,           0.0012365,             0.99597,                   1,               0.995,             0.89113,            0.012667,           0.0031677,          0.00093596,           0.0041392,           0.0041392,           0.0041392
                 298,            0.018123,            0.007817,           0.0032508,             0.99614,                   1,               0.995,             0.90576,           0.0097446,           0.0029352,          0.00093162,           0.0041194,           0.0041194,           0.0041194
                 299,            0.016165,           0.0069402,            0.002457,             0.99599,                   1,               0.995,             0.89267,            0.011946,           0.0031011,          0.00091865,           0.0040996,           0.0040996,           0.0040996
                 300,            0.017473,           0.0073295,           0.0014834,             0.99605,                   1,               0.995,              0.9007,            0.011089,            0.002913,          0.00089946,           0.0040798,           0.0040798,           0.0040798
                 301,            0.017638,           0.0060271,            0.001403,             0.99606,                   1,               0.995,              0.8968,            0.011109,           0.0029089,           0.0009017,             0.00406,             0.00406,             0.00406
                 302,            0.017937,           0.0066828,           0.0019958,             0.99598,                   1,               0.995,             0.88875,            0.011528,           0.0028932,          0.00088369,           0.0040402,           0.0040402,           0.0040402
                 303,            0.017645,           0.0080168,            0.001428,             0.99623,                   1,               0.995,              0.8878,            0.010206,           0.0028244,          0.00088364,           0.0040204,           0.0040204,           0.0040204
                 304,            0.017647,           0.0066086,           0.0022544,             0.99617,                   1,               0.995,             0.87912,            0.011527,           0.0028941,          0.00085278,           0.0040006,           0.0040006,           0.0040006
                 305,            0.016719,           0.0062654,           0.0020815,             0.99633,                   1,               0.995,             0.91165,            0.010644,           0.0027713,          0.00084075,           0.0039808,           0.0039808,           0.0039808
                 306,            0.016335,           0.0073363,           0.0010722,             0.99645,                   1,               0.995,             0.90627,            0.011113,           0.0027377,           0.0008158,            0.003961,            0.003961,            0.003961
                 307,            0.016991,           0.0069928,           0.0012079,             0.99654,                   1,               0.995,             0.91023,            0.010968,           0.0027439,          0.00080936,           0.0039412,           0.0039412,           0.0039412
                 308,            0.016653,           0.0061365,           0.0019801,             0.99669,                   1,               0.995,              0.9063,            0.010813,           0.0027419,          0.00080481,           0.0039214,           0.0039214,           0.0039214
                 309,            0.016643,           0.0083681,           0.0019683,             0.99667,                   1,               0.995,              0.8701,            0.011054,           0.0028277,          0.00080588,           0.0039016,           0.0039016,           0.0039016
                 310,            0.017877,           0.0076157,           0.0009497,             0.99681,                   1,               0.995,             0.90991,            0.010339,           0.0026954,          0.00079856,           0.0038818,           0.0038818,           0.0038818
                 311,            0.017138,           0.0066806,           0.0030454,             0.99688,                   1,               0.995,             0.91282,           0.0097686,           0.0026559,          0.00078371,            0.003862,            0.003862,            0.003862
                 312,            0.016122,           0.0071341,           0.0012174,             0.99639,                   1,               0.995,             0.91379,            0.010362,           0.0026324,          0.00078237,           0.0038422,           0.0038422,           0.0038422
                 313,            0.016519,           0.0074198,            0.001145,             0.99615,                   1,               0.995,             0.92429,           0.0095071,            0.002585,          0.00078753,           0.0038224,           0.0038224,           0.0038224
                 314,            0.015902,           0.0065469,           0.0012081,             0.99612,                   1,               0.995,             0.90827,            0.011132,           0.0027367,          0.00078578,           0.0038026,           0.0038026,           0.0038026
                 315,            0.016904,           0.0067505,           0.0013499,             0.99595,                   1,               0.995,             0.90698,           0.0099116,           0.0027722,          0.00078583,           0.0037828,           0.0037828,           0.0037828
                 316,            0.017432,             0.00637,           0.0018149,             0.99581,                   1,               0.995,             0.90936,            0.011328,           0.0028685,          0.00079807,            0.003763,            0.003763,            0.003763
                 317,            0.017087,           0.0071371,           0.0014015,             0.99583,                   1,               0.995,             0.90546,            0.010511,           0.0028238,          0.00078656,           0.0037432,           0.0037432,           0.0037432
                 318,            0.016569,           0.0065395,           0.0013549,             0.99593,                   1,               0.995,             0.92547,           0.0097946,           0.0027415,          0.00078059,           0.0037234,           0.0037234,           0.0037234
                 319,            0.017089,           0.0068566,           0.0013895,             0.99585,                   1,               0.995,             0.92697,            0.010102,           0.0026952,          0.00076901,           0.0037036,           0.0037036,           0.0037036
                 320,            0.017184,           0.0078767,           0.0014612,             0.99584,                   1,               0.995,             0.92248,           0.0094416,           0.0026607,          0.00076679,           0.0036838,           0.0036838,           0.0036838
                 321,            0.014844,           0.0068769,           0.0008599,             0.99612,                   1,               0.995,             0.91936,            0.010682,           0.0026649,          0.00075367,            0.003664,            0.003664,            0.003664
                 322,            0.017126,           0.0054876,           0.0013184,             0.99617,                   1,               0.995,             0.90995,             0.01054,           0.0026177,          0.00075855,           0.0036442,           0.0036442,           0.0036442
